"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	5304	8188470	64.774
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	5366	8174979	65.639
"Total"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"			118810	159650001	74.419
"Total"	"15-19 years"	"15-19"	"Male"	"M"					156777	193260540	81.122
"Total"	"15-19 years"	"15-19"							218655	376250652	58.114
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	1026	1400773	73.245
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	1059	1433907	73.854
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	1038	1498468	69.271
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	1042	1534671	67.897
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	1099	1559339	70.479
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	1052	1571506	66.942
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	1012	1573637	64.310
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	1047	1581684	66.195
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	975	1597753	61.023
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	1023	1626821	62.883
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	1020	1669196	61.107
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	980	1711018	57.276
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	999	1799160	55.526
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	1038	1862743	55.724
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	1002	1902600	52.665
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	1047	1920477	54.518
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	1099	1895910	57.967
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	1202	1846303	65.103
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	1140	1809741	62.992
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"			19900	31795707	62.587
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	3016	7127585	42.314
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	3119	7249136	43.026
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	3248	7540396	43.075
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	3420	7710387	44.356
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	3673	7835821	46.874
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	3524	7900772	44.603
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	3649	7916144	46.096
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	3722	7910931	47.049
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	3710	7912050	46.891
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	3474	7932729	43.793
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	3459	7987174	43.307
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	3550	8037373	44.169
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	3565	8198494	43.484
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	3562	8295683	42.938
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	3653	8326706	43.871
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	3632	8339219	43.553
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	3781	8248965	45.836
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	3938	8118673	48.505
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	4028	8021432	50.215
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"			67723	150609670	44.966
"Total"	"20-24 years"	"20-24"	"Female"	"F"					87623	182405377	48.038
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	3191	1330173	239.894
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	3273	1360383	240.594
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	3399	1433365	237.134
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	3401	1480959	229.648
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	3474	1513879	229.477
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	3317	1546418	214.496
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	3520	1561286	225.455
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	3484	1578664	220.693
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	3449	1589101	217.041
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	3338	1606611	207.767
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	3151	1638692	192.288
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	3164	1673391	189.077
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	3311	1783650	185.631
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	3351	1872218	178.986
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	3356	1932258	173.683
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	3390	1967232	172.323
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	3786	1957942	193.366
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	4054	1914612	211.740
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	3788	1875440	201.979
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"			65197	31616274	206.213
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	8981	7581135	118.465
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	9626	7722976	124.641
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	10265	7997239	128.357
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	10608	8162666	129.958
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	10911	8271433	131.912
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11039	8371702	131.861
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	11493	8420075	136.495
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	12007	8445286	142.174
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	11662	8430164	138.337
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	11137	8424875	132.192
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	10381	8451858	122.825
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	10112	8485714	119.165
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	10355	8650452	119.705
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	10243	8767987	116.823
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	10113	8824851	114.597
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	10174	8824648	115.291
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	10666	8748319	121.921
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	11470	8618027	133.093
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	11134	8508157	130.863
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"			202377	159707564	126.717
"Total"	"20-24 years"	"20-24"	"Male"	"M"					267574	191323838	139.854
"Total"	"20-24 years"	"20-24"							355197	373729215	95.041
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	1371	1427024	96.074
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	1378	1415587	97.345
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	1350	1380095	97.819
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	1321	1373896	96.150
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	1305	1380225	94.550
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	1352	1415617	95.506
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	1313	1459653	89.953
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	1369	1508823	90.733
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	1343	1542044	87.092
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	1294	1566372	82.611
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	1328	1574460	84.346
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	1249	1571980	79.454
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	1221	1584589	77.055
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	1219	1603612	76.016
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	1256	1633298	76.900
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	1221	1697596	71.925
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	1356	1770452	76.591
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	1580	1842414	85.757
	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	1650	1912390	86.279
"Total"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"			25476	29660127	85.893
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	3554	7606278	46.725
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	3484	7491633	46.505
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	3607	7219635	49.961
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	3484	7150117	48.726
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	3649	7181718	50.810
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	3626	7292482	49.722
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	3756	7451898	50.403
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	4100	7669320	53.460
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	4223	7821735	53.991
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	4155	7937580	52.346
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	4400	7987651	55.085
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	4280	7982776	53.615
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	4387	8016206	54.727
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	4490	8008632	56.065
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	4466	8027302	55.635
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	4762	8125018	58.609
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	5039	8233399	61.202
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	5585	8344796	66.928
	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	5817	8445926	68.873
"Total"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"			80864	147994102	54.640
"Total"	"25-29 years"	"25-29"	"Female"	"F"					106340	177654229	59.858
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	3073	1291042	238.025
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	3163	1281456	246.829
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	3117	1245294	250.302
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	3229	1234955	261.467
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	3219	1235269	260.591
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	3264	1268919	257.227
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	3334	1310611	254.385
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	3506	1358655	258.049
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	3398	1397943	243.071
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	3268	1433561	227.964
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	3141	1452008	216.321
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	2997	1455016	205.977
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	3079	1484636	207.391
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	3048	1518803	200.684
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	3211	1563301	205.399
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	3292	1642769	200.393
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	3758	1730655	217.143
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	4247	1819964	233.356
	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	4571	1909220	239.417
"Total"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"			63915	27634077	231.291
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	9015	7944134	113.480
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	8943	7850735	113.913
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	9381	7581185	123.741
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	9219	7502654	122.877
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	9342	7512238	124.357
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	9795	7622607	128.499
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	10323	7752695	133.154
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	11114	7948362	139.828
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	11159	8100190	137.762
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	11147	8235640	135.351
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	10837	8303489	130.511
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	10817	8317627	130.049
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	10968	8391323	130.706
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	11184	8411731	132.957
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	11101	8456657	131.269
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	11585	8535588	135.726
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	12623	8648229	145.961
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	14382	8752190	164.325
	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	14939	8889552	168.051
"Total"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"			207874	154756826	134.323
"Total"	"25-29 years"	"25-29"	"Male"	"M"					271789	182390903	149.015
"Total"	"25-29 years"	"25-29"							378129	360045132	105.023
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	2021	1458386	138.578
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	2111	1450022	145.584
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	2005	1459320	137.393
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	2002	1469063	136.277
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	1944	1468003	132.425
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	1889	1460706	129.321
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	1880	1438633	130.680
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	1757	1411565	124.472
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	1671	1408863	118.606
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	1609	1420164	113.297
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	1630	1458464	111.761
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	1600	1494106	107.087
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	1744	1538398	113.365
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	1619	1567194	103.306
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	1677	1590833	105.416
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	1706	1607318	106.140
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	1786	1612533	110.757
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	1901	1624508	117.020
	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	1954	1648016	118.567
"Total"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"			34506	28586095	120.709
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	5297	8155146	64.953
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	5095	8082203	63.040
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	5409	8102826	66.754
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	5289	8057896	65.637
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	5226	7951105	65.727
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	5065	7781598	65.089
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	5115	7577296	67.504
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	4944	7363441	67.143
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	4960	7298884	67.956
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	4893	7338828	66.673
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	5309	7455178	71.212
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	5262	7569160	69.519
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	5653	7761947	72.830
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	5773	7884217	73.222
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	5876	7993953	73.506
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	6074	8079293	75.180
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	6734	8110213	83.031
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	7397	8120693	91.088
	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	7692	8130499	94.607
"Total"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"			107063	148814376	71.944
"Total"	"30-34 years"	"30-34"	"Female"	"F"					141569	177400471	79.802
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	3650	1308656	278.912
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	3587	1304434	274.985
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	3556	1305777	272.328
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	3619	1311880	275.864
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	3474	1304802	266.247
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	3420	1296310	263.826
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	3509	1273206	275.603
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	3413	1252301	272.538
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	3250	1250808	259.832
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	3095	1266108	244.450
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	3097	1306441	237.056
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	3074	1346001	228.380
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	3024	1391647	217.296
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	3219	1425679	225.787
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	3387	1455475	232.708
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	3330	1479564	225.066
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	3626	1494130	242.683
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	4052	1518918	266.769
	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	4195	1555867	269.625
"Total"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"			65577	25848004	253.702
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	11534	8447156	136.543
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	11197	8381747	133.588
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11597	8406789	137.948
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	11579	8363787	138.442
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	11472	8233482	139.334
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	10789	8061179	133.839
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	10909	7840508	139.136
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	10969	7633541	143.695
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	10839	7564680	143.284
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	10917	7609175	143.472
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	10943	7720736	141.735
	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	11066	7821208	141.487
