"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	13461	9135045	147.356
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	14014	9210111	152.159
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	14536	9335490	155.707
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	15066	9336769	161.362
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	14997	9308138	161.117
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	14622	9283211	157.510
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	14614	9157860	159.579
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	14170	8930718	158.666
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	13466	8694463	154.880
	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	13158	8457532	155.577
"Total"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"			142104	90849337	156.417
"Total"	"40-44 years"	"40-44"	"Female"	"F"					190080	106211265	178.964
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	7396	1291354	572.732
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	7236	1317791	549.101
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	7113	1351647	526.247
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	6853	1365042	502.036
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	6924	1374840	503.622
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	6438	1388885	463.537
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	6379	1388827	459.308
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	6253	1387611	450.631
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	5959	1371378	434.526
	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	5417	1355115	399.745
"Total"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"			65968	13592490	485.327
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	25122	9169012	273.988
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	25849	9252191	279.382
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	26363	9379447	281.072
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	27115	9384785	288.925
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	26739	9343130	286.189
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	25732	9324138	275.972
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	25793	9197005	280.450
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	24663	8989893	274.341
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	23301	8761843	265.937
	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	22128	8547964	258.869
"Total"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"			252805	91349408	276.745
"Total"	"40-44 years"	"40-44"	"Male"	"M"					318773	104941898	303.761
"Total"	"40-44 years"	"40-44"							508853	211153163	240.988
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	5912	1229341	480.908
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	6385	1264346	505.004
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	6372	1314452	484.765
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	6683	1366497	489.061
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	6856	1412383	485.421
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	6783	1450410	467.661
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	6949	1491287	465.973
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	6863	1520017	451.508
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	6639	1535320	432.418
	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	6548	1551511	422.040
"Total"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"			65990	14135564	466.837
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	18117	8240528	219.852
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	18532	8397915	220.674
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	19860	8617585	230.459
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	20796	8818558	235.821
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	21237	8979063	236.517
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	21720	9086115	239.046
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	22169	9192394	241.167
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	22388	9291738	240.945
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	22188	9292907	238.763
	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	22593	9265846	243.831
"Total"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"			209600	89182649	235.023
"Total"	"45-49 years"	"45-49"	"Female"	"F"					275590	103318213	266.739
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	9392	1060502	885.618
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	9350	1096126	853.004
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	9495	1143624	830.255
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	9501	1194678	795.277
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	9824	1239969	792.278
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	9640	1277621	754.527
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	9765	1317015	741.449
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	9391	1345420	697.998
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	8970	1362438	658.379
	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	8396	1377024	609.721
"Total"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"			93724	12414417	754.961
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	32778	8151142	402.128
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	34599	8315715	416.068
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	35774	8541576	418.822
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	36894	8738816	422.185
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	37898	8906928	425.489
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	37461	9023016	415.172
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	38117	9138845	417.088
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	38112	9240070	412.464
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	37447	9249936	404.835
	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	37399	9218109	405.712
"Total"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"			366479	88524153	413.988
"Total"	"45-49 years"	"45-49"	"Male"	"M"					460203	100938570	455.924
"Total"	"45-49 years"	"45-49"							735793	204256783	360.229
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	6549	957589	683.905
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	6991	1009332	692.636
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	7552	1098498	687.484
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	7818	1140404	685.547
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	8164	1181524	690.972
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	8171	1225243	666.888
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	8552	1266715	675.132
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	8444	1310132	644.515
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	8684	1364926	636.225
	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	8728	1414223	617.159
"Total"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"			79653	11968586	665.517
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	24986	7271943	343.595
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	26276	7522909	349.280
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	27436	7953021	344.976
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	27369	7916830	345.707
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	27688	8038670	344.435
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	27733	8210759	337.764
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	29173	8403987	347.133
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	29900	8579327	348.512
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	30489	8785805	347.026
	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	31365	8954318	350.278
"Total"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"			282415	81637569	345.938
"Total"	"50-54 years"	"50-54"	"Female"	"F"					362068	93606155	386.799
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	9906	811874	1220.140
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	10563	860621	1227.370
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	11099	941429	1178.952
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	11621	976815	1189.683
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	12162	1013205	1200.349
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	12116	1053416	1150.163
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	12483	1093030	1142.055
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	12721	1135007	1120.786
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	12525	1189011	1053.396
	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	12288	1238784	991.940
"Total"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"			117484	10313192	1139.162
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	41130	7099852	579.308
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	43267	7354413	588.313
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	45629	7777205	586.702
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	46757	7743939	603.788
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	47689	7856194	607.024
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	48805	8022539	608.349
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	50765	8218017	617.728
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	51569	8393667	614.380
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	52109	8593438	606.381
	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	53419	8771104	609.034
"Total"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"			481139	79830368	602.702
"Total"	"50-54 years"	"50-54"	"Male"	"M"					598623	90143560	664.077
"Total"	"50-54 years"	"50-54"							960691	183749715	522.826
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	7608	722150	1053.521
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	7374	740990	995.155
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	7868	770574	1021.057
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	8143	823084	989.328
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	8418	872611	964.691
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	8690	934852	929.559
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	9042	1007600	897.380
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	9614	1080259	889.972
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	9722	1121442	866.920
	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	9795	1162262	842.753
"Total"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"			86274	9235824	934.123
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	32743	5754517	568.996
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	33792	5913277	571.460
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	34687	6105333	568.143
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	36177	6612837	547.072
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	37372	6867635	544.176
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	37663	7173983	524.994
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	38999	7518512	518.706
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	40527	7875440	514.600
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	39512	7845498	503.626
	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	39829	7972193	499.599
"Total"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"			371301	69639225	533.178
"Total"	"55-59 years"	"55-59"	"Female"	"F"					457575	78875049	580.126
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	10751	589866	1822.617
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	10787	607295	1776.237
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	10984	634846	1730.183
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	11550	683307	1690.309
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	12040	729106	1651.337
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	12646	783212	1614.633
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	13614	848277	1604.900
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	14168	910675	1555.769
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	14468	943929	1532.742
	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	14728	979107	1504.228
"Total"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"			125736	7709620	1630.898
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	51133	5470979	934.622
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	52048	5626391	925.069
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	53120	5828312	911.413
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	56535	6334720	892.462
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	58348	6592647	885.047
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	58771	6896284	852.213
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	62213	7233416	860.078
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	64935	7572294	857.534
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	64772	7541188	858.910
	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	66337	7652373	866.881
"Total"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"			588212	66748604	881.235
"Total"	"55-59 years"	"55-59"	"Male"	"M"					713948	74458224	958.857
"Total"	"55-59 years"	"55-59"							1171523	153333273	764.037
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	9099	600993	1513.994
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	9229	611886	1508.287
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	9203	627585	1466.415
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	9193	646736	1421.446
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	9635	672417	1432.891
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	9448	697668	1354.226
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	9663	719487	1343.040
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	9584	743039	1289.838
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	9833	793799	1238.727
	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	10253	842295	1217.269
"Total"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"			95140	6955905	1367.759
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	44302	4784689	925.912
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	44635	4817566	926.505
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	44813	4950498	905.222
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	45686	5132669	890.102
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	47697	5416272	880.624
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	47933	5631718	851.126
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	48947	5812425	842.110
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	49420	5965448	828.437
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	50990	6462416	789.024
	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	53188	6718402	791.676
"Total"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"			477611	55692103	857.592
"Total"	"60-64 years "	"60-64"	"Female"	"F"					572751	62648008	914.237
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	12018	471350	2549.698
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	11891	482966	2462.078
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	11921	497250	2397.386
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	12450	512278	2430.321
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	12730	533618	2385.602
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	12706	555039	2289.209
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	13097	574127	2281.203
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	13030	595512	2188.033
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	13659	640748	2131.727
	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	13936	684132	2037.034
"Total"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"			127438	5547020	2297.414
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	65404	4407170	1484.036
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	65066	4441007	1465.118
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	65233	4575965	1425.557
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	67016	4753789	1409.739
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	69404	5027228	1380.562
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	69804	5234510	1333.535
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	72059	5418172	1329.950
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	72226	5576307	1295.230
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	76013	6065318	1253.240
	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	79561	6322632	1258.353
"Total"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"			701786	51822098	1354.222
"Total"	"60-64 years "	"60-64"	"Male"	"M"					829224	57369118	1445.419
"Total"	"60-64 years "	"60-64"							1401975	120017126	1168.146
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	11599	519753	2231.637
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	11559	520829	2219.346
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	11604	535543	2166.773
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	11318	544119	2080.060
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	11203	554525	2020.288
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	10926	564536	1935.395
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	11010	578554	1903.020
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	10839	592001	1830.909
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	10968	611113	1794.758
	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	11140	636882	1749.147
"Total"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"			112166	5657855	1982.483
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	65740	4431324	1483.530
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	64415	4414157	1459.282
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	62520	4390075	1424.121
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	61750	4400974	1403.098
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	61332	4470570	1371.906
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	60626	4566451	1327.639
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	60781	4638302	1310.415
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	60219	4750968	1267.510
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	61464	4931532	1246.347
	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	64776	5212402	1242.728
"Total"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"			623623	46206755	1349.636
"Total"	"65-69 years"	"65-69"	"Female"	"F"					735789	51864610	1418.673
